State,District,City,State_Encoded
Uttar Pradesh,Mirzapur,Mirzapur-Cum-Vindhyachal,32
Uttar Pradesh,Sitapur,Misrikh-Cum-Neemsar,32
Gujarat,Jamnagar,Mithapur,11
Delhi *,South,Mithe Pur,9
Rajasthan,Kota,Modak,28
Tamil Nadu,Erode,Modakurichi,30
Gujarat,Sabar Kantha,Modasa,11
Uttar Pradesh,Ghaziabad,Modinagar,32
Punjab,Moga,Moga,27
Uttar Pradesh,Jaunpur,Mogra Badshahpur,32
Gujarat,Valsad,Mogravadi,11
Uttar Pradesh,Farrukhabad,Mohammadabad,32
Uttar Pradesh,Ghazipur,Mohammadabad,32
Uttar Pradesh,Kheri,Mohammadi,32
Uttar Pradesh,Unnao,Mohan,32
Uttar Pradesh,Etah,Mohanpur,32
Uttaranchal,Hardwar,Mohanpur Mohammadpur,33
Tamil Nadu,Namakkal,Mohanur,30
Madhya Pradesh,Chhindwara,Mohgaon,19
Bihar,Samastipur,Mohiuddinagar,4
Uttar Pradesh,Meerut,Mohiuddinpur,32
Maharashtra,Nagpur,Mohpa,20
Maharashtra,Raigarh,Mohpada Alias Wasambe,20
Manipur,Bishnupur,Moirang,21
Bihar,Patna,Mokameh,4
Nagaland,Mokokchung,Mokokchung,24
Karnataka,Chitradurga,Molakalmuru,16
Delhi *,South,Molar Band,9
Nagaland,Mon,Mon,24
West Bengal,Hugli,Monoharpur,34
Tamil Nadu,Tirunelveli,Moolakaraipatti,30
Punjab,Sangrur,Moonak,27
Tamil Nadu,Kancheepuram,Moovarasampettai,30
Tamil Nadu,Coimbatore,Mopperipalayam,30
Uttar Pradesh,Moradabad,Moradabad,32
Andhra Pradesh,Cuddapah,Moragudi,1
Assam,Dibrugarh,Moran Town,3
Assam,Sibsagar,Moranhat,3
Madhya Pradesh,Gwalior,Morar Cantt.,19
Manipur,Chandel,Moreh,21
Madhya Pradesh,Morena,Morena,19
Punjab,Rupnagar,Morinda,27
Goa,South Goa,Mormugao,10
Maharashtra,Amravati,Morshi,20
Gujarat,Rajkot,Morvi,11
Gujarat,Gandhinagar,Motera,11
Uttar Pradesh,Jhansi,Moth,32
Bihar,Purba Champaran,Motihari,4
Bihar,Muzaffarpur,Motipur,4
Rajasthan,Sirohi,Mount Abu,28
Chhattisgarh,Raipur,Mowa,6
Maharashtra,Nagpur,Mowad,20
West Bengal,Hugli,Mrigala,34
Uttar Pradesh,Azamgarh,Mubarakpur,32
Karnataka,Belgaum,Mudalgi,16
Karnataka,Dakshina Kannada,Mudbidri,16
Karnataka,Bijapur,Muddebihal,16
Karnataka,Raichur,Mudgal,16
Karnataka,Bagalkot,Mudhol,16
Karnataka,Chikmagalur,Mudigere,16
Maharashtra,Nanded,Mudkhed,20
Tamil Nadu,Ramanathapuram,Mudukulathur,30
Karnataka,Dakshina Kannada,Mudushedde,16
Uttar Pradesh,Chandauli,Mughalsarai,32
Uttar Pradesh,Chandauli,Mughalsarai Rly. Settlement,32
Jharkhand,Dhanbad,Mugma,15
Kerala,Alappuzha,Muhamma,17
Uttar Pradesh,Mau,Muhammadabad,32
Rajasthan,Jhunjhunun,Mukandgarh,28
Tamil Nadu,Erode,Mukasipidariyur,30
Punjab,Hoshiarpur,Mukerian,27
Maharashtra,Nanded,Mukhed,20
Orissa,Kalahandi,Mukhiguda,25
Tamil Nadu,Tirunelveli,Mukkudal,30
Uttar Pradesh,Bijnor,Mukrampur Khema,32
Punjab,Muktsar,Muktsar,27
Maharashtra,Chandrapur,Mul,20
Tamil Nadu,Kanniyakumari,Mulagumudu,30
Tamil Nadu,Erode,Mulanur,30
Kerala,Ernakulam,Mulavukad,17
Karnataka,Kolar,Mulbagal,16
Karnataka,Gadag,Mulgund,16
Karnataka,Dakshina Kannada,Mulki,16
Punjab,Ludhiana,Mullanpur Dakha,27
Punjab,Rupnagar,Mullanpur- Garibdas,27
Madhya Pradesh,Betul,Multai,19
Karnataka,Dakshina Kannada,Mulur,16
Karnataka,Gadag,Mundargi,16
Uttar Pradesh,Gorakhpur,Mundera Bazar,32
Kerala,Kannur,Munderi,17
Karnataka,Uttara Kannada,Mundgod,16
Madhya Pradesh,East Nimar,Mundi,19
Uttar Pradesh,Budaun,Mundia,32
Delhi *,West,Mundka,9
Gujarat,Kachchh,Mundra,11
Rajasthan,Nagaur,Mundwa,28
Madhya Pradesh,Guna,Mungaoli,19
Chhattisgarh,Bilaspur,Mungeli,6
Bihar,Munger,Munger,4
Uttaranchal,Tehri Garhwal,Muni Ki Reti,33
Karnataka,Koppal,Munirabad Project Area,16
Karnataka,Dakshina Kannada,Munnur,16
Uttar Pradesh,Ghaziabad,Muradnagar,32
West Bengal,North Twentyfour Parganas,Muragachha,34
Maharashtra,Thane,Murbad,20
West Bengal,Barddhaman,Murgathaul,34
Maharashtra,Kolhapur,Murgud,20
Jharkhand,Ranchi,Muri,15
Bihar,Madhepura,Murliganj,4
Uttar Pradesh,Hathras,Mursan,32
West Bengal,Murshidabad,Murshidabad,34
Maharashtra,Akola,Murtijapur,20
Maharashtra,Raigarh,Murud,20
Tamil Nadu,Coimbatore,Muruganpalayam,30
Maharashtra,Osmanabad,Murum,20
Madhya Pradesh,Katni,Murwara (Katni),19
Jharkhand,Purbi Singhbhum,Musabani,15
Uttar Pradesh,Sultanpur,Musafirkhana,32
Tamil Nadu,Tiruchirappalli,Musiri,30
Uttaranchal,Dehradun,Mussoori,33
Haryana,Yamunanagar,Mustafabad,12
Delhi *,North East,Mustafabad,9
Tamil Nadu,Thiruvarur,Muthupet,30
Tamil Nadu,Erode,Muthur,30
Tamil Nadu,Toothukudi,Muttayyapuram,30
Kerala,Ernakulam,Muvattupuzha,17
Uttar Pradesh,Muzaffarnagar,Muzaffarnagar,32
Bihar,Muzaffarpur,Muzaffarpur,4
Kerala,Kannur,Muzhappilangad,17
Tamil Nadu,Kanniyakumari,Myladi,30
Karnataka,Mysore,Mysore,16
Mizoram,Serchhip,N. Vanlaiphai,23
Mizoram,Kolasib,N.Kawnpui,23
West Bengal,Nadia,Nabadwip,34
West Bengal,Puruliya,Nabagram,34
West Bengal,Hugli,Nabagram Colony,34
Orissa,Nabarangapur,Nabarangapur,25
West Bengal,Barddhaman,Nabgram,34
Punjab,Patiala,Nabha,27
Bihar,Aurangabad,Nabinagar,4
Maharashtra,Ratnagiri,Nachane,20
West Bengal,Uttar Dinajpur,Nachhratpur Katabari,34
Kerala,Thrissur,Nadathara,17
Himachal Pradesh,Hamirpur,Nadaun,13
Rajasthan,Bharatpur,Nadbai,28
Gujarat,Kheda,Nadiad,11
Uttar Pradesh,Jalaun,Nadigaon,32
Tamil Nadu,The Nilgiris,Naduvattam,30
Haryana,Mahendragarh,Nagai Chaudhry,12
Karnataka,Mandya,Nagamangala,16
Assam,Nagaon,Nagaon,3
Tamil Nadu,Nagapattinam,Nagapattinam,30
Maharashtra,Ahmadnagar,Nagapur,20
Rajasthan,Bharatpur,Nagar,28
Maharashtra,Ahmadnagar,Nagardeole,20
Andhra Pradesh,Chittoor,Nagari,1
Andhra Pradesh,Mahbubnagar,Nagarkurnool,1
Rajasthan,Nagaur,Nagaur,28
Tamil Nadu,Madurai,Nagavakulam,30
Madhya Pradesh,Ujjain,Nagda,19
Tamil Nadu,Kanniyakumari,Nagercoil,30
Uttar Pradesh,Bijnor,Nagina,32
Uttaranchal,Udham Singh Nagar,Nagla,33
Madhya Pradesh,Satna,Nagod,19
Tamil Nadu,Dharmapuri,Nagojanahalli,30
Maharashtra,Raigarh,Nagothana,20
Maharashtra,Nagpur,Nagpur,20
Uttar Pradesh,Lucknow,Nagram,32
Madhya Pradesh,Mandsaur,Nagri,19
Jharkhand,Dhanbad,Nagri Kalan,15
Himachal Pradesh,Kangra,Nagrota Bagwan,13
Himachal Pradesh,Sirmaur,Nahan,13
Assam,Dibrugarh,Naharkatiya,3
Arunachal Pradesh,Papum Pare,Naharlagun,2
Uttar Pradesh,Sant Ravidas Nagar,Nai Bazar,32
Madhya Pradesh,Rewa,Nai Garhi,19
West Bengal,North Twentyfour Parganas,Naihati,34
Chhattisgarh,Janjgir-Champa,Naila Janjgir,6
Himachal Pradesh,Bilaspur,Naina Devi,13
Uttar Pradesh,Agra,Nainana Jat,32
Uttaranchal,Nainital,Nainital,33
Madhya Pradesh,Mandla,Nainpur,19
Rajasthan,Bundi,Nainwa,28
Uttar Pradesh,Bijnor,Najibabad,32
Maharashtra,Chandrapur,Nakoda,20
Punjab,Jalandhar,Nakodar,27
Uttar Pradesh,Saharanpur,Nakur,32
Maharashtra,Thane,Nala Sopara,20
Himachal Pradesh,Solan,Nalagarh,13
Assam,Nalbari,Nalbari,3
Orissa,Anugul,Nalco,25
Maharashtra,Osmanabad,Naldurg,20
Andhra Pradesh,Nalgonda,Nalgonda,1
Madhya Pradesh,Shajapur,Nalkheda,19
Tamil Nadu,Erode,Nallampatti,30
Tamil Nadu,Kanniyakumari,Nallur,30
Tamil Nadu,Namakkal,Namagiripettai,30
Tamil Nadu,Namakkal,Namakkal,30
Tamil Nadu,Erode,Nambiyur,30
Manipur,Bishnupur & Imphal West,Nambol,21
Sikkim,South,Namchi,29
Madhya Pradesh,Ratlam,Namli,19
Chhattisgarh,Surguja,Namna Kalan,6
Assam,Dibrugarh,Namrup,3
Arunachal Pradesh,Lohit,Namsai,2
Gujarat,Valsad,Nanakvada,11
Uttar Pradesh,Saharanpur,Nanauta,32
Uttaranchal,Chamoli,Nand Prayag,33
Tamil Nadu,Kancheepuram,Nandambakkam,30
Maharashtra,Nanded,Nanded-Waghala,20
Gujarat,Ahmadabad,Nandej,11
Gujarat,Vadodara,Nandesari,11
Gujarat,Vadodara,Nandesari Ina,11
Uttar Pradesh,Mathura,Nandgaon,32
Maharashtra,Nashik,Nandgaon,20
Tamil Nadu,Kancheepuram,Nandivaram-Guduvancheri,30
Maharashtra,Buldana,Nandura,20
Maharashtra,Nandurbar,Nandurbar,20
Andhra Pradesh,Kurnool,Nandyal,1
Punjab,Rupnagar,Nangal,27
Delhi *,South West,Nangal Dewat,9
Delhi *,North West,Nangal Thakran,9
Tamil Nadu,Salem,Nangavalli,30
Tamil Nadu,Kapur,Nangavaram,30
Delhi *,West,Nangloi Jat,9
Tamil Nadu,Tirunelveli,Nanguneri,30
Karnataka,Mysore,Nanjangud,16
Tamil Nadu,Thanjavur,Nanjikottai,30
Tamil Nadu,Thiruvarur,Nannilam,30
Uttar Pradesh,Bahraich,Nanpara,32
Manipur,Imphal West,Naoriya Pakhanglakpa,21
Haryana,Ambala,Naraingarh,12
Uttar Pradesh,Banda,Naraini,32
Tamil Nadu,Tirunelveli,Naranammalpuram,30
Tamil Nadu,Virudhunagar,Naranapuram,30
Andhra Pradesh,Guntur,Narasaraopet,1
Tamil Nadu,Coimbatore,Narasimhanaickenpalayam,30
Karnataka,Chikmagalur,Narasimharajapura,16
Tamil Nadu,Vellore,Narasingapuram,30
Tamil Nadu,Salem,Narasingapuram,30
Kerala,Kannur,Narath,17
Uttar Pradesh,Moradabad,Narauli,32
Uttar Pradesh,Bulandshahr,Naraura,32
Tamil Nadu,Thiruvallur,Naravarikuppam,30
Andhra Pradesh,Chittoor,Narayanavanam,1
Madhya Pradesh,Mandsaur,Narayangarh,19
Andhra Pradesh,Mahbubnagar,Narayanpet,1
Karnataka,Gadag,Naregal,16
Uttaranchal,Tehri Garhwal,Narendra Nagar,33
Karnataka,Gadag,Nargund,16
Himachal Pradesh,Shimla,Narkanda,13
Bihar,Pashchim Champaran,Narkatiaganj,4
Maharashtra,Nagpur,Narkhed,20
Haryana,Mahendragarh,Narnaul,12
Haryana,Hisar,Narnaund,12
Andhra Pradesh,West Godavari,Narsapur,1
Madhya Pradesh,Narsimhapur,Narsimhapur,19
Tripura,West Tripura,Narsingarh,31
Madhya Pradesh,Rajgarh,Narsinghgarh,19
Andhra Pradesh,Rangareddi,Narsingi,1
Andhra Pradesh,Visakhapatnam,Narsipatnam,1
Haryana,Jind,Narwana,12
Madhya Pradesh,Shivpuri,Narwar,19
Maharashtra,Nashik,Nashik,20
Rajasthan,Ajmer,Nasirabad,28
Tamil Nadu,Erode,Nasiyanur,30
Andhra Pradesh,Adilabad,Naspur,1
West Bengal,Nadia,Nasra,34
Madhya Pradesh,Sehore,Nasrullaganj,19
Tamil Nadu,Dindigul,Natham,30
Tamil Nadu,Pudukkottai,Nathampannai,30
Rajasthan,Rajsamand,Nathdwara,28
West Bengal,Haora,Natibpur,34
Tamil Nadu,Vellore,Natrampalli,30
Tamil Nadu,Kancheepuram,Nattapettai,30
Tamil Nadu,Sivaganga,Nattarasankottai,30
Assam,Jorhat,Naubaisa Gaon,3
Madhya Pradesh,Sidhi,Naudhia,19
Bihar,Bhagalpur,Naugachhia,4
Uttar Pradesh,Jyotiba Phule Nagar,Naugawan Sadat,32
West Bengal,Haora,Naupala,34
Uttar Pradesh,Maharajganj,Nautanwa,32
Gujarat,Jamnagar,Navagamghed,11
Karnataka,Dharwad,Navalgund,16
Tamil Nadu,Tiruchirappalli,Navalpattu,30
Goa,South Goa,Navelim,10
Maharashtra,Thane,Navghar-Manikpur,20
Maharashtra,Thane,Navi Mumbai,20
Maharashtra,Raigarh,"Navi Mumbai (Panvel, Raigarh)",20
Gujarat,Navsari,Navsari,11
Rajasthan,Nagaur,Nawa,28
Uttar Pradesh,Bareilly,Nawabganj,32
Uttar Pradesh,Unnao,Nawabganj,32
Uttar Pradesh,Barabanki,Nawabganj,32
Uttar Pradesh,Gonda,Nawabganj,32
Bihar,Nawada,Nawada,4
Rajasthan,Jhunjhunun,Nawalgarh,28
Punjab,Nawanshahr,Nawanshahr,27
Maharashtra,Nandurbar,Nawapur,20
Chhattisgarh,Janjgir-Champa,Naya Baradwar,6
Sikkim,West,Nayabazar,29
Orissa,Nayagarh,Nayagarh,25
Tamil Nadu,Toothukudi,Nazerath,30
Assam,Sibsagar,Nazira,3
West Bengal,North Twentyfour Parganas,Nebadhai Duttapukur,34
Kerala,Thiruvananthapuram,Nedumangad,17
Tamil Nadu,Thiruvarur,Needamangalam,30
Tamil Nadu,Thanjavur,Neelagiri,30
Tamil Nadu,Kancheepuram,Neelankarai,30
Rajasthan,Sikar,Neem-Ka-Thana,28
Madhya Pradesh,Neemuch,Neemuch,19
Punjab,Rupnagar,Nehon,27
Uttar Pradesh,Bijnor,Nehtaur,32
Tamil Nadu,Dindigul,Neikkarapatti,30
Tamil Nadu,Kanniyakumari,Neiyyur,30
Tamil Nadu,Cuddalore,Nellikuppam,30
Andhra Pradesh,Vizianagaram,Nellimaria,1
Tamil Nadu,The Nilgiris,Nelliyalam,30
Andhra Pradesh,Nellore,Nellore,1
Karnataka,Bangalore Rural,Nelmangala,16
Tamil Nadu,Vellore,Nemili,30
Kerala,Thrissur,Nenmenikkara,17
Madhya Pradesh,East Nimar,Nepanagar,19
Maharashtra,Raigarh,Neral,20
Tamil Nadu,Coimbatore,Neripperichal,30
Tamil Nadu,Thiruvallur,Nerkunram,30
Tamil Nadu,Sivaganga,Nerkuppai,30
Tamil Nadu,Erode,Nerunjipettai,30
Madhya Pradesh,Chhindwara,Neuton Chikhli Kalan,19
West Bengal,North Twentyfour Parganas,New Barrackpur,34
Assam,Bongaigaon,New Bongaigaon Rly. Colony,3
Delhi *,"New Delhi, Central, South West And South",New Delhi Municipal Council,9
Kerala,Kannur,New Mahe,17
Rajasthan,Udaipur,Newa Talai,28
Tamil Nadu,Salem,Neykkarappatti,30
Tamil Nadu,Cuddalore,Neyveli,30
Kerala,Thiruvananthapuram,Neyyattinkara,17
West Bengal,Haora,Nibra,34
Uttar Pradesh,Maharajganj,Nichlaul,32
Andhra Pradesh,West Godavari,Nidadavole,1
Uttar Pradesh,Etah,Nidhauli Kalan,32
Orissa,Baleshwar,Nilagiri,25
Tamil Nadu,Dindigul,Nilakkottai,30
Maharashtra,Latur,Nilanga,20
Maharashtra,Nagpur,Nildoh,20
Haryana,Karnal,Nilokheri,12
Orissa,Puri,Nimapada,25
Rajasthan,Chittaurgarh,Nimbahera,28
Maharashtra,Jalgaon,Nimbhore Budruk,20
Manipur,Bishnupur,Ningthoukhong,21
Karnataka,Belgaum,Nipani,16
Andhra Pradesh,Adilabad,Nirmal,1
Bihar,Supaul,Nirmali,4
Jharkhand,Dhanbad,Nirsa,15
Rajasthan,Tonk,Niwai,28
Madhya Pradesh,Tikamgarh,Niwari,19
Uttar Pradesh,Ghaziabad,Niwari,32
Andhra Pradesh,Nizamabad,Nizamabad,1
Uttar Pradesh,Azamgarh,Nizamabad,32
Jharkhand,Pashchimi Singhbhum,Noamundi,15
Rajasthan,Hanumangarh,Nohar,28
Uttar Pradesh,Gautam Buddha Nagar,Noida,32
Rajasthan,Bikaner,Nokha,28
Bihar,Rohtas,Nokha,4
West Bengal,North Twentyfour Parganas,Nokpul,34
Meghalaya,East Khasi Hills,Nongmynsong,22
Meghalaya,Ri Bhoi,Nongpoh,22
Meghalaya,West Khasi Hills,Nongstoin,22
Meghalaya,East Khasi Hills,Nongthymmai,22
Punjab,Jalandhar,Noor Mahal,27
Uttar Pradesh,Bijnor,Noorpur,32
West Bengal,North Twentyfour Parganas,North Barrackpur,34
West Bengal,North Twentyfour Parganas,North Dumdum,34
Assam,Kamrup,North Guwahati,3
Assam,Lakhimpur,North Lakhimpur,3
Uttar Pradesh,Kanpur Nagar,Northern Rly. Colony,32
Madhya Pradesh,Chhatarpur,Nowgaon,19
Madhya Pradesh,Umaria,Nowrozabad(Khodargama),19
Jammu & Kashmir,Rajauri,Nowshehra,14
Orissa,Cuttack,Nuapatna,25
Haryana,Gurgaon,Nuh,12
Assam,Golaghat,Numaligarh Refinery Township,3
Himachal Pradesh,Kangra,Nurpur,13
Andhra Pradesh,Krishna,Nuzvid,1
Uttar Pradesh,Pilibhit,Nyoria Husainpur,32
Uttar Pradesh,Unnao,Nyotini,32
Tamil Nadu,The Nilgiris,O' Valley,30
Madhya Pradesh,Jabalpur,O.F.Khamaria,19
Madhya Pradesh,Raisen,Obedullaganj,19
Uttar Pradesh,Sonbhadra,Obra,32
Orissa,Sundargarh,Ocl Industrialship,25
Tamil Nadu,Theni,Odaipatti,30
Tamil Nadu,Coimbatore,Odaiyakulam,30
Tamil Nadu,Dindigul,Oddanchatram,30
Gujarat,Anand,Ode,11
Tamil Nadu,Vellore,Odugathur,30
Uttar Pradesh,Kheri,Oel Dhakwa,32
Tamil Nadu,Kancheepuram,Oggiyamduraipakkam,30
Manipur,Bishnupur,Oinam,21
Gujarat,Jamnagar,Okha Port,11
Jharkhand,Hazaribag,Okni No.Ii,15
Tamil Nadu,Erode,Olagadam,30
Kerala,Kozhikode,Olavanna,17
West Bengal,Maldah,Old Maldah,34
Tamil Nadu,Salem,Omalur,30
Andhra Pradesh,Rangareddi,Omerkhan Daira,1
Madhya Pradesh,East Nimar,Omkareshwar,19
West Bengal,Barddhaman,Ondal,34
Andhra Pradesh,Prakasam,Ongole,1
Madhya Pradesh,Tikamgarh,Orachha,19
Uttar Pradesh,Jalaun,Orai,32
Uttar Pradesh,Banda,Oran,32
Tamil Nadu,Thanjavur,Orathanadu (Mukthambalpuram),30
Madhya Pradesh,Hoshangabad,Ordinance Factory Itarsi,19
Uttar Pradesh,Ghaziabad,Ordnance Factory Muradnagar,32
Jharkhand,Hazaribag,Orla,15
Maharashtra,Osmanabad,Osmanabad,20
Andhra Pradesh,Hyderabad,Osmania University,1
Tamil Nadu,Madurai,Othakadai,30
Tamil Nadu,Coimbatore,Othakalmandapam,30
Kerala,Palakkad,Ottappalam,17
Tamil Nadu,Erode,Ottapparai,30
Maharashtra,Nashik,Ozar,20
Pondicherry *,Pondicherry,Ozhukarai,26
Tamil Nadu,Kapur,P. J. Cholapuram,30
Tamil Nadu,Erode,P.Mettupalayam,30
Tamil Nadu,Salem,P.N.Patti,30
Maharashtra,Kolhapur,Pachgaon,20
Madhya Pradesh,Hoshangabad,Pachmarhi Cantt,19
Maharashtra,Jalgaon,Pachora,20
Madhya Pradesh,Rajgarh,Pachore,19
Uttar Pradesh,Balrampur,Pachperwa,32
Tamil Nadu,Kanniyakumari,Pacode,30
Maharashtra,Thane,Padagha,20
Tamil Nadu,Namakkal,Padaiveedu,30
Rajasthan,Ganganagar,Padampur,28
Gujarat,Rajkot,Paddhari,11
Tamil Nadu,Thiruvallur,Padianallur,30
Tamil Nadu,Cuddalore,Padirikuppam,30
Tamil Nadu,Kanniyakumari,Padmanabhapuram,30
Orissa,Bargarh,Padmapur,25
Gujarat,Vadodara,Padra,11
Uttar Pradesh,Kushinagar,Padrauna,32
Kerala,Kannur,Paduvilayi,17
Jammu & Kashmir,Anantnag,Pahalgam,14
Bihar,Gaya,Paharpur,4
Uttar Pradesh,Bulandshahr,Pahasu,32
Uttar Pradesh,Sitapur,Paintepur,32
West Bengal,Hugli,Pairagachha,34
Maharashtra,Aurangabad,Paithan,20
Jharkhand,Pakaur,Pakaur,15
Madhya Pradesh,Chhindwara,Pal Chourai,19
Andhra Pradesh,West Godavari,Palacole,1
Tamil Nadu,Tiruchirappalli,Palaganangudy,30
Kerala,Kottayam,Palai,17
Kerala,Palakkad,Palakkad,17
Tamil Nadu,Dharmapuri,Palakkodu,30
Andhra Pradesh,Karimnagar,Palakurthi,1
Tamil Nadu,Madurai,Palamedu,30
Himachal Pradesh,Kangra,Palampur,13
Tamil Nadu,Dindigul,Palani,30
Tamil Nadu,Theni,Palani Chettipatti,30
Gujarat,Banas Kantha,Palanpur,11
Andhra Pradesh,Srikakulam,Palasa @ Kasibugga,1
Assam,Kamrup,Palasbari,3
West Bengal,Barddhaman,Palashban,34
Tamil Nadu,Kancheepuram,Palavakkam,30
Tamil Nadu,Vellore,Palavansathu,30
Jharkhand,Hazaribag,Palawa,15
Kerala,Kozhikode,Palayad,17
Tamil Nadu,Dindigul,Palayam,30
Madhya Pradesh,Indore,Palda,19
Goa,North Goa,Pale,10
Gujarat,Bharuch,Palej,11
Madhya Pradesh,Tikamgarh,Palera,19
Maharashtra,Thane,Palghar,20
Madhya Pradesh,Umaria,Pali,19
Rajasthan,Pali,Pali,28
Maharashtra,Raigarh,Pali,20
Uttar Pradesh,Hardoi,Pali,32
Uttar Pradesh,Lalitpur,Pali,32
Uttar Pradesh,Kheri,Palia Kalan,32
Kerala,Thrissur,Palissery,17
Gujarat,Bhavnagar,Palitana,11
Tamil Nadu,Coimbatore,Palladam,30
Tamil Nadu,Erode,Pallapalayam,30
Tamil Nadu,Coimbatore,Pallapalayam,30
Tamil Nadu,Dindigul,Pallapatti,30
Tamil Nadu,Kapur,Pallapatti,30
Tamil Nadu,Virudhunagar,Pallapatti,30
Tamil Nadu,Sivaganga,Pallathur,30
Tamil Nadu,Kancheepuram,Pallavaram,30
Tamil Nadu,Kancheepuram,Pallikaranai,30
Kerala,Kannur,Pallikkunnu,17
Tamil Nadu,Vellore,Pallikonda,30
Tamil Nadu,Namakkal,Pallipalayam,30
Tamil Nadu,Namakkal,Pallipalayam Agraharam,30
Tamil Nadu,Thiruvallur,Pallipattu,30
Kerala,Thrissur,Paluvai,17
Haryana,Faridabad,Palwal,12
Andhra Pradesh,Khammam,Palwancha,1
Tamil Nadu,Kancheepuram,Pammal,30
Jammu & Kashmir,Pulwama,Pampore,14
Andhra Pradesh,Prakasam,Pamur,1
Madhya Pradesh,Jabalpur,Panagar,19
Tamil Nadu,Tirunelveli,Panagudi,30
Tamil Nadu,Salem,Panaimarathupatti,30
Goa,North Goa,Panaji,10
Tamil Nadu,Vellore,Panapakkam,30
Madhya Pradesh,Chhindwara,Panara,19
Tamil Nadu,Tirunelveli,Panboli,30
Jharkhand,Dhanbad,Panchet,15
Maharashtra,Satara,Panchgani,20
Haryana,Panchkula,Panchkula Urban Estate,12
West Bengal,Haora,Panchla,34
West Bengal,Haora,Panchpara,34
Tamil Nadu,Namakkal,Pandamangalam,30
Chhattisgarh,Kawardha,Pandariya,6
Karnataka,Mandya,Pandavapura,16
Madhya Pradesh,East Nimar,Pandhana,19
Maharashtra,Yavatmal,Pandharkaoda,20
Maharashtra,Aurangabad,Pandharpur,20
Maharashtra,Solapur,Pandharpur,20
Madhya Pradesh,Chhindwara,Pandhurna,19
West Bengal,Hugli,Pandua,34
West Bengal,Barddhaman,Pangachhiya (B),34
Maharashtra,Kolhapur,Panhala,20
West Bengal,Haora,Paniara,34
West Bengal,North Twentyfour Parganas,Panihati,34
Haryana,Panipat,Panipat,12
Haryana,Panipat,Panipat Taraf Ansar,12
Haryana,Panipat,Panipat Taraf Rajputan,12
Haryana,Panipat,Panipt Taraf Makhdum Zadgan,12
Madhya Pradesh,Panna,Panna,19
Tamil Nadu,Dindigul,Pannaikadu,30
Tamil Nadu,Theni,Pannaipuram,30
Kerala,Kannur,Panniyannur,17
Kerala,Kannur,Panoor,17
Orissa,Sundargarh,Panposh,25
Tamil Nadu,Cuddalore,Panruti,30
Madhya Pradesh,Barwani,Pansemal,19
Kerala,Kozhikode,Pantheeramkavu,17
West Bengal,Barddhaman,Panuhat,34
Maharashtra,Raigarh,Panvel,20
Himachal Pradesh,Sirmaur,Paonta Sahib,13
Andhra Pradesh,Anantapur,Papampeta,1
Tamil Nadu,Thanjavur,Papanasam,30
Tamil Nadu,Tiruchirappalli,Pappankurichi,30
Tamil Nadu,Dharmapuri,Papparapatti,30
Tamil Nadu,Salem,Papparapatti,30
Kerala,Kannur,Pappinisseri,17
Tamil Nadu,Dharmapuri,Pappireddipatti,30
West Bengal,Puruliya,Par Beliya,34
Orissa,Jagatsinghapur,Paradip,25
Tamil Nadu,Ramanathapuram,Paramakudi,30
Tamil Nadu,Namakkal,Paramathi,30
Maharashtra,Osmanabad,Paranda,20
Tamil Nadu,Cuddalore,Parangipettai,30
West Bengal,Barddhaman,Parashkol,34
Uttar Pradesh,Sonbhadra,Parasi,32
West Bengal,Barddhaman,Parasia,34
Jharkhand,Giridih,Paratdih,15
Tamil Nadu,Madurai,Paravai,30
Kerala,Kollam,Paravoor,17
Kerala,Ernakulam,Paravur,17
Rajasthan,Nagaur,Parbatsar,28
West Bengal,Nadia,Parbbatipur,34
Maharashtra,Parbhani,Parbhani,20
Goa,North Goa,Parcem,10
Gujarat,Valsad,Pardi,11
Uttar Pradesh,Jhansi,Parichha,32
Uttar Pradesh,Meerut,Parikshitgarh,32
Orissa,Gajapati,Parlakhemundi,25
Maharashtra,Bid,Parli,20
Gujarat,Valsad,Parnera,11
Maharashtra,Jalgaon,Parola,20
Jammu & Kashmir,Kathua,Parole,14
Uttar Pradesh,Rae Bareli,Parsadepur,32
Rajasthan,Banswara,Partapur,28
Maharashtra,Jalna,Partur,20
Gujarat,Surat,Parvat,11
Andhra Pradesh,Vizianagaram,Parvathipuram,1
Himachal Pradesh,Solan,Parwanoo,13
Madhya Pradesh,Shahdol,Pasan,19
West Bengal,Jalpaiguri,Paschim  Jitpur,34
West Bengal,Murshidabad,Paschim Punropara,34
Arunachal Pradesh,East Siang,Pasighat,2
Maharashtra,Thane,Pasthal,20
Tamil Nadu,Erode,Pasur,30
Uttar Pradesh,Ghaziabad,Patala,32
Gujarat,Patan,Patan,11
Chhattisgarh,Durg,Patan,6
Maharashtra,Satara,Patan,20
Madhya Pradesh,Jabalpur,Patan,19
Andhra Pradesh,Medak,Patancheru,1
Haryana,Gurgaon,Pataudi,12
Chhattisgarh,Jashpur,Pathalgaon,6
Tamil Nadu,Tirunelveli,Pathamadai,30
Kerala,Pathanamthitta,Pathanamthitta,17
Punjab,Gurdaspur,Pathankot,27
Maharashtra,Ahmadnagar,Pathardi,20
Jharkhand,Dhanbad,Pathardih,15
Madhya Pradesh,Damoh,Patharia,19
Kerala,Kannur,Pathiriyad,17
Maharashtra,Parbhani,Pathri,20
